Date;Open;High;Low;Close;Adj Close;Volume
2018-01-02;235.77999877929688;237.07000732421875;232.80999755859375;235.63999938964844;217.9140167236328;2931000
2018-01-03;235.07000732421875;235.72999572753906;233.2899932861328;235.6300048828125;217.9047393798828;2193700
2018-01-04;237.0;239.44000244140625;236.47000122070312;238.7100067138672;220.7530517578125;2243100
2018-01-05;238.64999389648438;240.89999389648438;237.74000549316406;240.57000732421875;222.47315979003906;1835900
2018-01-08;239.3800048828125;240.94000244140625;239.17999267578125;239.7899932861328;221.75181579589844;1869000
2018-01-09;239.60000610351562;241.77999877929688;239.33999633789062;241.27999877929688;223.12973022460938;1695100
2018-01-10;241.0;242.57000732421875;240.02999877929688;241.13999938964844;223.00027465820312;1640900
2018-01-11;240.74000549316406;242.33999633789062;239.75;242.30999755859375;224.08224487304688;1487700
2018-01-12;243.07000732421875;246.0;242.5;244.47000122070312;226.07977294921875;1974300
2018-01-16;245.3000030517578;247.19000244140625;243.8300018310547;244.74000549316406;226.3294677734375;2411100
2018-01-17;246.85000610351562;248.52999877929688;245.8000030517578;248.11000061035156;229.44593811035156;2519000
2018-01-18;248.1300048828125;249.0;244.9199981689453;245.91000366210938;227.41143798828125;2233500
2018-01-19;246.6300048828125;248.5;245.60000610351562;248.17999267578125;229.51068115234375;2013500
2018-01-22;247.1300048828125;247.88999938964844;245.0800018310547;247.3000030517578;228.69686889648438;1660500
2018-01-23;246.91000366210938;247.25999450683594;245.1199951171875;246.30999755859375;227.78134155273438;1822700
2018-01-24;247.99000549316406;248.5399932861328;246.25;247.69000244140625;229.0575408935547;3471000
2018-01-25;250.0;254.8000030517578;247.10000610351562;252.36000061035156;233.37625122070312;3507900
2018-01-26;253.42999267578125;259.7699890136719;253.38999938964844;258.6300048828125;239.17459106445312;3730600
2018-01-29;258.510009765625;259.3399963378906;255.97000122070312;256.010009765625;236.75169372558594;2306300
2018-01-30;255.60000610351562;255.69000244140625;251.41000366210938;251.5399932861328;232.61793518066406;2412600
2018-01-31;251.49000549316406;253.1300048828125;249.60000610351562;250.5;231.65614318847656;3136400
2018-02-01;247.44000244140625;250.08999633789062;246.17999267578125;247.94000244140625;229.28872680664062;2665500
2018-02-02;246.42999267578125;248.75;244.8800048828125;245.1699981689453;226.72711181640625;3925700
2018-02-05;243.5;244.39999389648438;226.00999450683594;231.44000244140625;214.0299530029297;6590500
2018-02-06;227.50999450683594;234.57000732421875;226.80999755859375;233.6300048828125;216.05520629882812;5108100
2018-02-07;233.19000244140625;237.52000427246094;232.82000732421875;233.19000244140625;215.64830017089844;2885600
2018-02-08;233.16000366210938;233.30999755859375;222.64999389648438;222.88999938964844;206.12310791015625;3751300
2018-02-09;224.61000061035156;226.9600067138672;218.17999267578125;225.2100067138672;208.26858520507812;4518600
2018-02-12;227.49000549316406;230.3800048828125;226.10000610351562;229.19000244140625;211.94923400878906;3290400
2018-02-13;229.7100067138672;231.97000122070312;228.92999267578125;231.36000061035156;213.95596313476562;2523600
2018-02-14;229.4499969482422;232.8699951171875;228.47000122070312;232.0;214.54782104492188;2337800
2018-02-15;233.30999755859375;234.89999389648438;230.8800048828125;234.8699951171875;218.48268127441406;2127500
2018-02-16;234.97000122070312;238.44000244140625;233.38999938964844;236.6699981689453;220.15708923339844;2221800
2018-02-20;234.5399932861328;236.6699981689453;233.91000366210938;235.07000732421875;218.66873168945312;2675900
2018-02-21;234.7100067138672;237.86000061035156;232.10000610351562;232.17999267578125;215.98037719726562;2561400
2018-02-22;232.42999267578125;237.3699951171875;232.25999450683594;236.0;219.5338134765625;2284500
2018-02-23;236.85000610351562;237.88999938964844;234.38999938964844;237.02000427246094;220.48268127441406;1616700
2018-02-26;239.00999450683594;244.86000061035156;238.50999450683594;244.13999938964844;227.10589599609375;3086800
2018-02-27;244.61000061035156;244.6699981689453;240.72000122070312;240.77999877929688;223.98033142089844;1778300
2018-02-28;241.63999938964844;242.27999877929688;235.39999389648438;235.50999450683594;219.07801818847656;2461400
2018-03-01;236.14999389648438;236.8300018310547;229.52999877929688;231.33999633789062;215.19898986816406;3487100
2018-03-02;229.75;231.27000427246094;226.3300018310547;230.3699951171875;214.29666137695312;2912800
2018-03-05;230.0;233.7100067138672;228.52999877929688;232.80999755859375;216.56640625;2235300
2018-03-06;234.0500030517578;235.9199981689453;230.8000030517578;233.66000366210938;217.35711669921875;2091100
2018-03-07;231.22000122070312;236.22000122070312;230.58999633789062;235.57000732421875;219.1338653564453;2213800
2018-03-08;236.35000610351562;237.69000244140625;234.1199951171875;236.33999633789062;219.85011291503906;1955200
